101	0.797	0.750	0.870	1.000	0	1	0	Iris-Versicolor
102	0.734	0.614	0.739	0.760	1	0	0	Iris-Virginica
103	0.899	0.682	0.855	0.840	1	0	0	Iris-Virginica
105	0.823	0.682	0.841	0.880	1	0	0	Iris-Virginica
106	0.962	0.682	0.957	0.840	1	0	0	Iris-Virginica
108	0.924	0.659	0.913	0.720	1	0	0	Iris-Virginica
109	0.848	0.568	0.841	0.720	1	0	0	Iris-Virginica
110	0.911	0.818	0.884	1.000	1	0	0	Iris-Virginica
111	0.823	0.727	0.739	0.800	1	0	0	Iris-Virginica
113	0.861	0.682	0.797	0.840	1	0	0	Iris-Virginica
114	0.722	0.568	0.725	0.800	1	0	0	Iris-Virginica
115	0.734	0.636	0.739	0.960	1	0	0	Iris-Virginica
117	0.823	0.682	0.797	0.720	1	0	0	Iris-Virginica
118	0.975	0.864	0.971	0.880	1	0	0	Iris-Virginica
119	0.975	0.591	1.000	0.920	1	0	0	Iris-Virginica
120	0.759	0.500	0.725	0.600	1	0	0	Iris-Virginica
121	0.873	0.727	0.826	0.920	1	0	0	Iris-Virginica
122	0.709	0.636	0.710	0.800	1	0	0	Iris-Virginica
123	0.975	0.636	0.971	0.800	1	0	0	Iris-Virginica
126	0.911	0.727	0.870	0.720	1	0	0	Iris-Virginica
127	0.785	0.636	0.696	0.720	1	0	0	Iris-Virginica
128	0.772	0.682	0.710	0.720	1	0	0	Iris-Virginica
129	0.810	0.636	0.812	0.840	1	0	0	Iris-Virginica
130	0.911	0.682	0.841	0.640	1	0	0	Iris-Virginica
131	0.937	0.636	0.884	0.760	1	0	0	Iris-Virginica
133	0.810	0.636	0.812	0.880	1	0	0	Iris-Virginica
134	0.797	0.636	0.739	0.600	1	0	0	Iris-Virginica
135	0.772	0.591	0.812	0.560	1	0	0	Iris-Virginica
136	0.975	0.682	0.884	0.920	1	0	0	Iris-Virginica
137	0.797	0.773	0.812	0.960	1	0	0	Iris-Virginica
138	0.810	0.705	0.797	0.720	1	0	0	Iris-Virginica
140	0.873	0.705	0.783	0.840	1	0	0	Iris-Virginica
141	0.848	0.705	0.812	0.960	1	0	0	Iris-Virginica
142	0.873	0.705	0.739	0.920	1	0	0	Iris-Virginica
144	0.861	0.727	0.855	0.920	1	0	0	Iris-Virginica
145	0.848	0.750	0.826	1.000	1	0	0	Iris-Virginica
146	0.848	0.682	0.754	0.920	1	0	0	Iris-Virginica
147	0.797	0.568	0.725	0.760	1	0	0	Iris-Virginica
149	0.785	0.773	0.783	0.920	1	0	0	Iris-Virginica
150	0.747	0.682	0.739	0.720	1	0	0	Iris-Virginica
